time,pkg_pwr,ram_pwr
954,43.29,7.50
955,43.20,7.49
956,43.14,7.44
957,43.16,7.51
958,43.34,7.45
959,34.84,6.47
960,22.19,5.17
961,22.69,5.32
962,23.02,5.50
963,29.21,6.16
964,36.26,6.50
965,23.43,5.62
966,22.75,5.38
967,24.55,5.90
968,22.47,5.38
